Palavra-chave,Título,Empresa,Localização,Tipo de trabalho,Link
Desenvolvedor,"Desenvolvedor(a) PEGA – Automação e Integração de Sistemas
Desenvolvedor(a) PEGA – Automação e Integração de Sistemas with verification",Triad Integration,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4308954753/?eBP=CwEAAAGZ6X6rg87mB0pGFRfIAyR9cITJNQlqcE01E-TgzsMWuNQKwfmDii-InPD_iPnhn3Ehd3nWRQZevtRPeqqEU552I9pQ3FUpRWeeCHn1DCvaFluJwZOmP0wBwNCnb9TAY3eRR7S-2WyGInSXlJn6OPqmnfKbvjK5oUR2WpZyC1ixdx2JXMZNy4X_nwum9s7vvePPALSzh8BrGZu3JEQUm6lUwyGE6AZvV1-qLzWR2gNUej0cepruBnkjPrOM1AK9_VKA_GEZ_y1z1sPrak1WdxtmMJvu45BSutm3e_VxifJMqH1Ccya7t0Y0JnfTa_qZuO94-0b-sqCXOrdT35MnY8dtc9oGC_UzPaJjlUlzGmsDxYWnQ8r0OUCuigqWXBAfx4UG0vuzVDJay8n7fHbm66c0-fa3IeKWSoZF-fJAykiuY2jhrGqmu5LCmpVsW5iCMroL2AJQQ44tcBRUK8zITGvUHwJXAecy3TM-1Ma15d-dfgiBwpFPHFjkrmqj2wdLDGXWP-7fF4DKQXv1oEJ4s8M&refId=pKE9ozahs9rpQxAR%2Fvpu4w%3D%3D&trackingId=f9oCXTCHJsrQSTcYY%2FIIog%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Desenvolvedor(a) Fullstack SR
Desenvolvedor(a) Fullstack SR with verification",Stefanini Brasil,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4302202434/?eBP=CwEAAAGZ6X6rg7Q4JFSnSN4UYEJxeOc0mGvxXmtZgWCltt0q_nEmRwxg8guom6Mtc8EBLVCxpNI4D1yOSDfhqOOy9nkh1p2eA6OXevi74up8guSWmbm3chGAD7pxXdapsjmbtZVtOFxt8nHq9qnQkyAcM2DoiN5nbPy0W_hN6ObbU9ey8hIT3VrbRfFQyafAW5WR8hbbkXfEZRIxE3AuIPJG26wI1dvHY06s1YQYL1x2aCwISQfKLxNj6V56GupGyyIJ73xJlvfg9VKvauBUbPF0PBW76fr_VmYUjUkymil3Rg_w1_J0JPDbi_5xBCofCMPXrstntfgrehogDApSFFb77y8boNY9Zz1Ypkd-8sHd73p4V8jIjGkP3FrGAnLR5kPTUBuq9yWEqB3Dm0gMMTLWK6dK3eigYtiOaOFN9HWITvzf3wCiD2JpWraD4kaHxh0TbUEQL9mF2PPHRdwT24ZW3eyQMlUKLadLlG32VKNgitQzQpDQS2GhOdbsSTlq5Ep9wupGpqobuwPsSSibDA&refId=pKE9ozahs9rpQxAR%2Fvpu4w%3D%3D&trackingId=7%2BAk7IAPpPLpftiuvM3gsw%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Supply Chain Analyst - Remote
Supply Chain Analyst - Remote",INDI Staffing Services,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314665658/?eBP=CwEAAAGZ6X6rg3xUBE2TWw5JlrYgwc5NelFzTF3tp7SO5yCgwxPKbP_-TP5WgLeBJUvBWTdUbtA7UCCP8TmYfZ67Xm2k-Oy_ijrqb9DISgOVb0Wr4aVB3eyabNPtBkkQoa1dwV1eSKQZNN9z_U1MKELfilAMvcJd7znNxSbxf7Bqq0cGiXG18g9GoweT17BSLTKRATolXOwmAUOM1A5A8K3cYM5JCnvNyQAPjaPL0FplaYDPTt0E_-_PxL1orsV01xNPiYVyBSl94qo9NQmBJvrQ2uAnkHvd4Ee_Wdz3XO5B4mi4GvHlSoOA-0yEOfO8PDgKMlBCSBgbDFoSjr_6QznwrPQnZ-MpGgSh8e_yqj5x8PLKJmMWFocq4_-teXM5na_JqFNY9zgHd4S6dfXCWhhoCBlLBO9V-BN4jQ7fZ2-5bRyBFEt2BDCKUSa3HhiInEK2sfDbHnl57XfqvUKTy0pXtwPlGOf5mub8XC2x82M4Isu8HBBJXR9DZXaYKBtJswiyRx59VfSq1oig8jdM7w&refId=pKE9ozahs9rpQxAR%2Fvpu4w%3D%3D&trackingId=0RZR%2B1kQhwT8REstWV4kGw%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"[Data & AI Platform] Sênior Data Engineer
[Data & AI Platform] Sênior Data Engineer with verification",Stone,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4288355239/?eBP=CwEAAAGZ6X6rg1GAziXjFjXijaN9xthMoukdO-CKBGnEb3tWxlwRq14baYn3_YhpME5mlOO2t4HADYPeRrR4fz7a1koluDNjYU9OQfNMYG77k2lgx_euo-McDM7L64vMpsz_87YflfZEj2j13JJ2nX-w5CH31yc418rdoPpCW1zaOQEjED6ow72rhvF61iJq8FVqDveTIdnASxegdWtS-WOGcZ4F3GZF4GYVQ2mxTpktlC8LCrsTqYkYPtRiojTcopLJv2mwANBIlch8OjxF8So6JeiBCmD_KIhnh1AEqhVUmX98mduTIeQY7U6K8i7VjbBmoidiegNgJ-eSgpUOSZHHYXTnEVvzmUEg1KuE85xU4HW46M2C4BB-PBNnoj6X_1L57chGXRJc63gbOhTQyiOM-EENx8vkKpkxPPTm97V6MSdfse2l42uM2Eiv64MdgixeWbvTUc95ruNq7AwKDep70cSYft9-bxKxdYNwa_M&refId=pKE9ozahs9rpQxAR%2Fvpu4w%3D%3D&trackingId=L8N1%2BcVqC09QS94YOBWiYg%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Senior Software Engineer
Senior Software Engineer with verification",BriteCore,"São Paulo, Brasil (Remoto)",Remoto,https://www.linkedin.com/jobs/view/4295416256/?eBP=CwEAAAGZ6X6rg09_zfVZEgW97Rxjg5PHIb2J-Ib6z2iw5Jy9CZ-saFp4Jdm0Fazc7rEhpVKmqLlpoAG4hJpXWhVoF-jLGqX97SQgUYZRLeQgAjCFGwMZJfM9oNIrc5l2cSDPwJHRouAw_FEvlsipTl7w47GfvvMU9nEZ1i0VmAOq3XjQgVWBjSKNvQqbh1j0d2ZkU1z5JqdBfVMiN3RvPAX6oL6o-uiMPCQ2qOXDN7qKm9d9kWg_cCvnbq23-naAmKJSOI7EoVVLJBVhPZZM8qHLo15tK7F6snv5gZNMw7ZqeY2zkct82DmpfmJv-PGIvEFHskN4sv7NBCgxzdCb2OWrSNLlp4HOWHBbhvQt-Dg6fVy2VGjeWL9eF84Pn1NBYPY7XNLq842Cqkx0z7jsuslOP3awL4p_O64BKQ6yv5OLkDEgswPlnyxNbkKIFv8XG0e5WdEobb4XW1OQbUKKoiNlPPiZFeWx9fya2bBd4dxIgAlRM-Tf77OL_bVrQx_9HrTzOZ6eyxC-tC_d&refId=pKE9ozahs9rpQxAR%2Fvpu4w%3D%3D&trackingId=paKsoSkDLVMVkw1vuiUHcg%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Senior Sysadmin/Kubernetes Engineer
Senior Sysadmin/Kubernetes Engineer with verification",Avenga,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312266746/?eBP=CwEAAAGZ6X6rgzp1eLOoBrsP_b3hzrgAfnn7Ned0Uu0LQ2ZrgmAg-AEBCKKIkic-tcvosFf8SdPI0u3cBNS_u-D8U0A0Rn0H_ufSq2UHgZnEOM9Yv8jJlGu_JJRzfgXmE6_h4ZwJYV-87-Mt2Mo7sz3umTVZz6UFVVmyMJeqxOmJmvC15YGnPss2xvneBpDNNkmfq-8b-2zpeg8dAIedvmOJ8By4lOiCvm_JxtbsHS9a209EmOMXZP4EFqfXozmxW0fdbzMS_JPJy-rp_AL0xbIrrT5d2vffW6QlmlEJxbp5sMyDe6bY6wIwoGBMPSdsonKjIH6rHiRuNCobbwkvu_XmAoRz5yGZ229Uj64Dl6typ7Yhi4xkKGTzZKrOragutoc2-hGgDQR6zOo5zyO4IkQ4X17sUrnp0kWoTQmH6FJM00AJ9QorM7t1fX_xoKOJh-MIiKWlbOMNJ7V3H5XqGsQCZSyXh_XUq-Xy3X5iUdl5tw&refId=pKE9ozahs9rpQxAR%2Fvpu4w%3D%3D&trackingId=Y8Wkk0TFEUEbLworIURgeg%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Customer Success Manager- LATAM
Customer Success Manager- LATAM with verification",Guidewire Software,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314402834/?eBP=BUDGET_EXHAUSTED_JOB&refId=pKE9ozahs9rpQxAR%2Fvpu4w%3D%3D&trackingId=4%2BVJarrMenAHunasRRiYsA%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Desenvolvedor .NET Junior Trabalho Remoto Efetivo
Desenvolvedor .NET Junior Trabalho Remoto Efetivo",KMM by nstech,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4309514104/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=pKE9ozahs9rpQxAR%2Fvpu4w%3D%3D&trackingId=ldx9IfqXSfSLhfd0yAe2DA%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Desenvolvedor(a) Backend PL - aiqfome
Desenvolvedor(a) Backend PL - aiqfome with verification",Magazine Luiza,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4283479879/?eBP=CwEAAAGZ6X6rgywvVyGXg-5CsoRlB2zNJP3Aw4axGHkfcyhXOBOepbzktj0rp1mc4KJnfdND9sr91q5q29_JWZI-MSD2wF8ikWRYJr9zPeNDl0H6wxs-UdFfAy2BW3_qiHenbOEkeblRoVPa9IRchfLLBdjWfMRPz7PzSO9R4zLMns201VzLOg9x6dUFqVcIF_0gK0oHkeNagGEd1Th2WTuMkxhMX5xHp4ozGOfkw7hhKC6wTD78ChC_cqxvwQwrzqQMA5COSbGAHl33CcS_j4EtbO0R4TPaVAO_La32nGDPvBE_r0Mmz1YFFtdlGn6is7wrgiazdRYIvr-gKeRMt6ozTgWaIvEU8nFK6YAuOrCeDQWVwvosl8uzSmoOt03RYG8PB5XREL1Q7l-rFmwC5Xxyt8rJEvEM3_ZvppZ4oW_qbd8Vrd9SGWXOrQjUsV6Ki5ROwNscdwKaCNa_qV5H7d55eeWqcgPWgX2SkomGCSSZgCj6jwXLR7MApERI3suO4n-TamSSdMJGnDU2Ao6h_Q&refId=pKE9ozahs9rpQxAR%2Fvpu4w%3D%3D&trackingId=QK1%2BWNeOtgN3BG6htvCpMQ%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Desenvolvedor QlikSense / QlikView - Sênior
Desenvolvedor QlikSense / QlikView - Sênior with verification",Runtalent,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314415686/?eBP=CwEAAAGZ6X7yXlFfB6l_74cPWQlVLfmKlwLlHY78ohELfGX7iPCOWjefg_DxFjN79bE-yrtfAubxj420zR_wfPQ8I8Yr-QIyfcVxOMM5k0m4P7ZqVIHzldcx1uYgqtUzEDoS30ShkfPgFgm1m0cPKALFtuvXeEAILR0MbTIvQaIsZszSnZ3kXaOyaICkzuBFGJs1WmZxCrZRTUGBexFXIjHvteKVumgBQfNd6vc2uzNkMATl-GObXCjj8QVpVofZqCc1kqS6Mp1cMKuw75UJHs7vToNchAqZLy5FtUXiyjxAyWOtV2mXUf-d5CHzWdbO7ql3M71-g3kNPxQLvuyxuYGPu_i60rVMTLF2VG57LXN4VEcl9pTCiqnwPUsjmALFJnD6IkVJW_Ig6N48ZqzpQKDzqS5t6On66R8nO2Q3qfsTYt1H9bljKJoFipsaxBjj_SZcsQi-IGMKesRTDA8aqXhojqbMnmyMJgnVNXNJuEbfvL634-HJWDrsrObt7le2Nhg4Hkx-&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=hYM6EIIGrgyVYkRZnIYwjw%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Software Engineer
Software Engineer with verification",Microsoft,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314198611/?eBP=CwEAAAGZ6X7yXtF2b54XFfLuEGwvQKliRi8TYWXsg2IJ67A1riZoW6T64cUwfMtjGwpNrcIOxONwHw6oiA9eJN6LbVNKTRXUtNydd_Kj-lSiDGCR8jXp1kZUfoODfHZ4hoxwElm-1chs4lc5VkPrgxtjQdNvOnQu52VyfQWN-yZ4ZgbThQgZSWIw0dMAgbUOBEG8wIKnst6cK_I50woqjas34kMvl3bn0nmTaeu-VCUs0K1PIeL2Vm6rIONkfwg6D4g8Yx37QcV-ZSZM5tdjKyU6JTzTN3wKX8rk2j7jcYDAiL9zI9dZ7o1NeeSSnsJVMUEyW9pQylqHidAByXXOSoLoyMNmhS30g-KRN0kto8J7N9IZ_XzMSy_g1CH0-AGGNwgiUU6fGXPMcb8dmcIa_LNQkbyrkCcUq-meJh2C6zWllY52Pc6qqavv1T5kZfKJjrw2aFs8_Gd1UtNOp8cTOFUTjiSQGkTtNJ7L2uqsMz1Q4lMgxlyzZ56I8NvVUfyjxi7g7sjxpaQ&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=bg5VY%2BSzp%2FNNuZcEoPSMxQ%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Desenvolvedor IA
Desenvolvedor IA with verification",Gauge,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4311591040/?eBP=BUDGET_EXHAUSTED_JOB&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=la8HvgdADT7PRTn8HxGv6Q%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Desenvolvedor(a) Looker Sênior
Desenvolvedor(a) Looker Sênior with verification",Niteo Technologies,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4309989395/?eBP=CwEAAAGZ6X7yXs4_hDlB48HxM7OT5_c0WKNPJoqn5Gqbt2ZVmPHkwDkIdHhUsLp91GfwLo47fVEiWZPiLAP4EnEJPzxL-d0QAkniwdMZySisvh6A7oJUWvCzWp-Z2G2yGVTt9U4cypqDUW3FC0a6SOvStV2B1hDSkEXaRH5kbP3QUHvNejjicCJihage3QFdGlcafoIAzrrUiZ9qR9eTs6Sw4dA09B6ly0UlSfEDxcD5-zPF1K3lK3dBPuGM0RXbFhEbRFnHw3pmBEscs1KrpW5kd9m7EOQpQ87EdZy4AynCNNt9F3iXH2iV3ZjmQAwI6hrytJS6RtiXKlGZnaYb-f4nid0CaLvmthUcHF31FehTAVnnTRxXQHMMrmZbc3HZ5Nlcv96ILJWI1NGa7B_kRp97BZjaqQrPr0TnIGstt7UI7kV32TOIpNAbXevefpD6zRmu8U0FFnwcpY6sY05ZiOm3KIhNRC1iIOT-GBuo_kiPhdnLFmVBnu5qjzztXRssHd1IfFOOR1HKyY4z&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=qHCHPrJ2sdu11wEiABV0Eg%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Phyton machine learning developer
Phyton machine learning developer with verification",Stefanini LATAM,América Latina (Remoto),Remoto,https://www.linkedin.com/jobs/view/4315011177/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=M0%2BVlpDRYH%2BJN%2BD5uIGzxg%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Full Stack Developer (GraphQL) com Inglês Avançado
Full Stack Developer (GraphQL) com Inglês Avançado",Tech Mahindra - Brasil,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312430206/?eBP=CwEAAAGZ6X7yXtCG-f-hqZnbw95m2XI-K6xkaxrAu5VqmFudkcuzjjV_QYeBwB9d-Z1Qv8oR9jHE49tWiGD1FPW3yLkJosjo_ng7aMK-57jVAuref7MhEZq_PI8RaGbZFCa_PrMHGJb-ettRRnGI0TdWxPHaushn8PIHqgXdCGEPevMS7dy4W6KV7OZgHWcnI4kbPp21R8Q2MTGcFHM7Ms5GbBo0sqosF0GvNVxerv-8D4nyqsrdPzyPh56i0liyDmDK2BrBZlBVpQ_ON6WJ7UKD2ndanzCawi4OlthEFStJi0qssM0SNz4GKjLiV0CJSZ3fB-Zd-EaDvYBnGMatMukMVVQDYx1E3aFPrbhGYYc-1Fgoc87mMeQHpxdWa9AdNBqzsC-dEEFamhesiahW29GJ1K1aqU7mZ_cndw7tpHwMtvspxDgjkiCPyJH0l1CF4VfLNmz1Oas2jmSTT0bNbryM89Km3qs5BWj_0g&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=CPVZ35A15vZ3PWDj%2Flq4vA%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Account Manager - Contracted
Account Manager - Contracted with verification",Novogene America,"São Paulo, Brasil (Remoto)",Remoto,https://www.linkedin.com/jobs/view/4312164499/?eBP=CwEAAAGZ6X7yXvDnPxBYjrgW1JgsyiyOyA-R8sIGJu4riQo9gs2e7X8vh2YBO40HIJ8ih4j3WOlYMSbLmEmZIo2Sn7vI9VlKIVYHtDVKXSV8RYt9OH4LovXLPHP1Zoep15QANqnRsbpvLd_GlqkXl3olGTLW8sycCouLZvlHUm0Q-xqgFDB73G4P-Cv2zEzoaqxHJZovgQ-fwfyAybR7UQ5x0YOvTNuvwr45N6zjuFAeRcrHGMHOrTwY2J4XKg2HX87qgL1HEm1CmIuqIuRbVPKVWP5CKtnXZgAOkHHtJX6kDmnO-AVxobEhQL1hp6ze4lla9_yMtyYI-xGBsQNAl-pIKm13oAOGRA7cViLz5_bhPtitW8jPir6saDkV2ZitRnkcA3jTVKrtM7lbTWPiMJOx7cHDElLD0IdDFKuyyvcX_Z43NeXfKWJwRWDkDajPrBWRCc92rmLt-ed96X3l8XbTQcrRQU4GgMs0pRgZk2Eh5bagE-C6aNxi51nlLzABbt02R-xssn-JmA&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=4YAfJc6txtjCVmkZiJRHRg%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Desenvolvedor (a) Fullstack
Desenvolvedor (a) Fullstack with verification",Foursys,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4315342265/?eBP=CwEAAAGZ6X7yXmSn7mpSB9rk1v65Y-jRVBSvZG9SfZFCSmMV3Xm19XwQHPipjuSt7rPRTZhRuJBb3jmqBbVld9X2TrYFbtBe83axPPM3TcnVoZa2lxVLutPcd1gz1XClzQLBObQMB9_l2rL2MuiusuKP_yVT6y24G3ceZC1gcHKKL___a3UribdZ5Hu6bINZOALGPjHZSfiWp8tG6wHIInQQ3o6yts3Plq8K_EY7kyXqhpc4ic8f6rnljjtRhb8--SMSzxzSyeiP8WQQnWNSxJ6cKQ3fakYhHfRxnd_KKJTX5N7SBtSuVgntcBmFX7M7OFdZ7Ux7eUCHaOTvNvCeVcdJhdyZXmaEzTkFg-BZadwT_fL-9-RkMfy1nVpgt-3oRM1AE1MZSDfN6gfBVA4y2forAWPSwUUZPZV_3r2cKGyvljv6Q0U3Q1ng1F2jIqqTUGk6luwJN8wTRZMwUn05fT_9K3iTBV9Kmpxyhg&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=d%2Fx1HQHdGapnmRBu89XEjw%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Junior React Developer - Remote
Junior React Developer - Remote",INDI Staffing Services,América Latina (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314661908/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=QqmWCoTFSYElObATpD01qQ%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Software Engineer - Frontend II
Software Engineer - Frontend II with verification",Pride Global,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4307268333/?eBP=CwEAAAGZ6X7yXzLavFPYl0gk7oaeYB34MSVuR0dy_fXUxOIsgRMgC3IDuO_TKBF8fKfk6F3V465ghAz2Iasx8u0haSOagzB5s-w9l8Zc4i_um9k9FPyVdkn8k7uEhPswjkXj4cTRBTne9p78pt8QhDt0Z2KfQSiQin4skIitR6u-yK8107cHg83pvFNvPyjyl5LMeq3dA5-MAABqSqd_hpVJYWElDotGZr5CvKNYS-PrQVjZsPGwIf3-jd6rxjiS7PLro6uJTlFeT1mCCARcp6hgcT4_6tnrBxhr9Kx1J4VogSO7z4V6L79FLkeRSipvg8MVZWkPNVpCmEpHG_eYng9l5XFeOlqpcJPhN2i1kMm2rAXES1M_1J-wjURE1DHm_IJ2jhvOyY79JtDCg7ebnAk70o3m4LL0bwPoZKXWmbOvk2n5LdBpqqtwf23WKLUPDSB3RLaWL_fz9H1N5mxf2AMs_7g65twVp6hy3nRo&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=GYKea%2BuPE9WkuBGV9N5c8w%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Desenvolvedor Java
Desenvolvedor Java with verification",Sankhya Gestão de Negócios,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4309561536/?eBP=BUDGET_EXHAUSTED_JOB&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=k1aIbuGlJUZnQqcRBTuYIw%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Desenvolvedor Java
Desenvolvedor Java with verification",Exadel,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4311513078/?eBP=BUDGET_EXHAUSTED_JOB&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=MT4iY7lG11jjSPpm1wvI2g%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Compliance Specialist
Compliance Specialist with verification",Velozient,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4315192644/?eBP=BUDGET_EXHAUSTED_JOB&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=lNM5Omh1CTSh5Iapj%2BoFQg%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Sr. Software Engineer
Sr. Software Engineer",Leantech,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312286877/?eBP=BUDGET_EXHAUSTED_JOB&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=DgnytE1%2BxyATbLQQsDjqQg%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Python/Typescript Engineer Specialist
Python/Typescript Engineer Specialist",Invisible Expert Marketplace,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314158847/?eBP=BUDGET_EXHAUSTED_JOB&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=%2BICz72KX%2Bi%2BVq7ctJfniGQ%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Backend Software Engineer (Python / Django)
Backend Software Engineer (Python / Django)",miio,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4315135654/?eBP=BUDGET_EXHAUSTED_JOB&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=%2BqE13mV95NKbwN62g4tb%2BA%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Cientista de Dados Sênior
Cientista de Dados Sênior",Riachuelo,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4309903215/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=%2FZp%2FPiwT5WDPoAxOCgf8wQ%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"bce9 Desenvolvedor Fullstack Python
bce9 Desenvolvedor Fullstack Python with verification",Extreme Digital Solutions - EDS,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4311171070/?eBP=CwEAAAGZ6X7yX06HKcl8uczmxN-t4oAYV-zXb-g9SOI4d9_5jNAAm3AqaybrEFFaYQH-ikUvPJzjAl0qalgF0en0p37KgnO79Azs7IyvzQZRIzN8Mey3b2G9aIhqvbBzgYBYk2eyViahNxqYY0sHoU0cs_Ic-qM8jeXDJpsFVTEd3mgaGJUiIYR7VctR2OH4Vl2rTHbG5VT23qINFGT79IBB8TL6LteOTg-edRacMR-lIVEDiGED4DHi53otJswXkVnedFGc-BD81Yr7RmLD2-JcUDgfUtDYlcTlxLmg0TWgvSwnU-GRaWdsfU3_bGgaSkpxxal8wKwqcuDPn7BfTfgWIgqWdzpnV6q1cNUuHWDSSz8yXQGH921EbZzxjysOpYwtGypIw1Ba9FVaTStKtpjO-2v7N5fPqjRysdr7QQpkEDB4Q851aXYToxLrqpZHdaFzga-qUbgNz_V3WPHtQwadbefnqxc7vIp-sFGuhGCGqUC040DDxCaBTcnGLu5belY7BMa_3RxHH78x&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=hts9TMs2L2BR8hLwHTs0Gw%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Operations Senior Associate
Operations Senior Associate with verification",Intellect,"São Paulo, Brasil (Remoto)",Remoto,https://www.linkedin.com/jobs/view/4313972694/?eBP=BUDGET_EXHAUSTED_JOB&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=A1GZQNaAE89Fw1cw6GrPtA%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"SQL Developer
SQL Developer",Braintrust,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4304323031/?eBP=CwEAAAGZ6X7yX3sqjUYbORWspubkN16pFcJ3mSy7b7Sqzi0jQQADakna2HQTOoq0HW0wt6OJtKJ2rHbaMdKR6R2ehOUQxlT0HNrDWPvr0I7or27ib5fCn5KHV4sneDRRc4VaaenLmNkhc8yEHmSSfWVxInXC4Cj6Bk5pJJd3Wo2yawVBGSYexmOo1k4nx2mc6TOJ2YMpZJQ1AxwPEgV-Yg7mBEOpNNEljB2A3uf4nI7zQBchbbFCctpz7xzv5qy7kikkifyZn4tNRveZztYAKA3rkbOsq2_aYLUbzB6Vn4SdZPWS3kG4BZHsYqYMWO1-ojflBOh8eQ-iM7V2TmA2iR0y337TK5g3AzqmdWtRdOufN7IXNO0oUqUhvlpl8vhrK82-hvbj0llIVQ4L5hENvO408jF0jkwa3GVjW5Y-IVM1DllAH5Cs4SEZzknfJ4j0gWAsoQGDQ4Dn4PuWtmiFD9Dne-s4EECay0l_ZAxUY3W3PPKmiylWCPW3b7ATd9gMpdrDwWg1CjU4nGMbZEA&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=XHXrECwOJb0LcV8bYGVH0g%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Remote Bookkeeping – Excel Expert
Remote Bookkeeping – Excel Expert with verification",HireLATAM,América Latina (Remoto),Remoto,https://www.linkedin.com/jobs/view/4308505027/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=B9v%2B2q1zmx2EcGMoXEc8Zw%3D%3D&trk=flagship3_search_srp_jobs
Desenvolvedor,"Desenvolvedor(a) Backend Node.js Pleno
Desenvolvedor(a) Backend Node.js Pleno with verification",Magazine Luiza,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4305569848/?eBP=BUDGET_EXHAUSTED_JOB&refId=5p10GWWVJmCTZyKSKpb1zw%3D%3D&trackingId=pbkl7LDCRYOeDBq7KaQAhg%3D%3D&trk=flagship3_search_srp_jobs
